conf,pred,true
0.7083584,1,2
0.82349753,2,0
0.8400766,2,2
0.9146047,2,2
0.8426179,2,2
0.897494,2,2
0.839998,2,2
0.9112216,2,2
0.84153205,2,1
0.7238948,1,0
0.7830642,2,0
0.88457924,2,2
0.88862026,2,2
0.90776134,2,2
0.7492364,2,2
0.8761469,2,2
0.8525726,2,2
0.611242,2,0
0.7088194,1,1
0.86821586,2,2
0.8628636,2,2
0.85037947,2,2
0.91083646,2,2
0.7269832,2,0
0.7254065,1,1
0.8099221,2,0
0.7332047,2,1
0.8348972,2,2
0.56827766,2,0
0.73584175,1,1
0.71689886,1,0
0.829371,2,2
0.6789708,2,1
0.798741,2,2
0.60387796,1,2
0.74659556,2,0
0.89903957,2,2
0.5903409,2,0
0.87291825,2,2
0.54650587,1,0
0.90827537,2,0
0.84370935,2,2
0.73186594,1,1
0.8804024,2,2
0.89025337,2,2
0.6924423,2,2
0.7204073,2,2
0.864421,2,0
0.907725,2,0
0.634998,1,0
0.82176673,2,2
0.881741,2,2
0.6313153,1,2
0.7620515,2,0
0.91691434,2,2
0.80700594,2,0
0.7224647,1,0
0.7359213,2,1
0.8092908,2,2
0.8466313,2,1
0.606996,2,0
0.80444396,2,2
0.8579301,2,1
0.8880488,2,2
0.8997406,2,2
0.8831902,2,2
0.67598027,2,2
0.6452844,1,1
0.8751394,2,0
0.7326838,1,2
0.8286502,2,2
0.7086821,2,2
0.85446537,2,2
0.752477,2,1
0.7363438,1,1
0.7492876,2,2
0.9254263,2,2
0.8947838,2,2
0.88477635,2,2
0.73819435,2,2
0.9146059,2,2
0.86761147,2,2
0.8355645,2,2
0.8990496,2,2
0.4864278,2,2
0.9101846,2,2
0.90151095,2,2
0.7687844,2,2
0.9040524,2,2
0.54821247,2,1
0.8691137,2,0
0.82376003,2,1
0.89387715,2,2
0.52707136,2,1
0.5452622,2,0
0.9031467,2,2
0.8838837,2,2
0.89544946,2,2
0.73211926,1,0
0.83347726,2,2
0.88911706,2,0
0.85049427,2,2
0.834164,2,2
0.73164034,1,2
0.8815192,2,2
0.6392104,2,1
0.7303816,1,1
0.8110639,2,0
0.7135548,1,0
0.6590086,1,2
0.7354693,1,1
0.8345015,2,0
0.8644512,2,2
0.9043171,2,2
0.8142404,2,2
0.862846,2,2
0.7353691,1,1
0.73504996,1,0
0.8179203,2,2
0.90173686,2,2
0.82954544,2,0
0.841592,2,2
0.7143689,1,2
0.7364202,1,0
0.7337126,1,1
0.8536155,2,2
0.89920586,2,2
0.7344069,1,0
0.6058672,2,0
0.5459295,1,2
0.90571564,2,2
0.8367611,2,2
0.86027193,2,2
0.8941982,2,2
0.6377655,1,2
0.7839695,2,2
0.6032867,1,0
0.72553027,1,1
0.76089567,2,2
0.81393653,2,0
0.73651314,1,1
0.90754765,2,0
0.8962981,2,2
0.73505074,1,2
0.8100608,2,2
0.84181243,2,2
0.7213407,1,1
0.81425524,2,2
0.37734067,2,0
0.88242704,2,2
0.86521435,2,2
0.8204947,2,2
0.8733581,2,2
0.69875526,1,1
0.9004249,2,2
0.77882063,2,2
0.74158514,2,1
0.8454881,2,2
0.9192476,2,2
0.7317241,1,1
0.8751115,2,2
0.5853934,1,2
0.6426218,2,1
0.71966857,1,2
0.6874354,1,1
0.8238637,2,0
0.81157297,2,2
0.45517898,2,2
0.8752175,2,2
0.88801926,2,2
0.80240023,2,2
0.8548534,2,2
0.7353552,1,0
0.8271725,2,2
0.8842958,2,2
0.89104426,2,2
0.89723474,2,2
0.86978304,2,2
0.83932954,2,0
0.76497924,2,2
0.6278102,2,2
0.8425014,2,2
0.8519871,2,0
0.88342154,2,2
0.860406,2,2
0.85066485,2,2
0.8301023,2,0
0.67070305,1,2
0.7345784,1,1
0.736311,1,1
0.6229143,1,0
0.8118782,2,2
0.7363735,1,1
0.9136102,2,2
0.44884002,2,0
0.8840062,2,2
0.7190102,2,0
0.68757343,1,2
0.89232004,2,2
0.7934373,2,1
0.73651564,1,1
0.8923719,2,2
0.85214317,2,2
0.86790407,2,2
0.84122914,2,2
0.5061885,2,0
0.8786869,2,2
0.80445594,2,2
0.8461563,2,2
0.82451904,2,0
0.77251095,2,2
0.8901248,2,2
0.9058251,2,2
0.8819825,2,2
0.83059126,2,2
0.91254526,2,2
0.42874813,2,2
0.78378904,2,2
0.79712343,2,2
0.5036171,1,1
0.9197353,2,2
0.7471107,2,0
0.81993335,2,2
0.786362,2,2
0.85169214,2,2
0.8258853,2,0
0.85008913,2,2
0.88348985,2,2
0.84549403,2,2
0.9085016,2,2
0.8940935,2,0
0.8419736,2,1
0.8639051,2,2
0.8864692,2,2
0.8380076,2,2
0.7260798,2,1
0.8830108,2,2
0.7344835,1,0
0.869661,2,0
0.7005136,1,0
0.7269819,2,2
0.9101212,2,1
0.82597613,2,2
0.9115889,2,2
0.73525935,1,1
0.85128427,2,2
0.8874902,2,2
0.73193437,1,1
0.87547106,2,2
0.8116363,2,2
0.8579043,2,2
0.87324554,2,2
0.74548906,2,0
0.83603144,2,0
0.62257004,2,2
0.88284844,2,2
0.89016163,2,0
0.79855835,2,2
0.89131665,2,2
0.72207147,1,1
0.6519677,1,2
0.84252924,2,2
0.6948744,1,1
0.90967876,2,2
0.7349279,1,0
0.77333766,2,2
0.8191366,2,2
0.9085202,2,2
0.71875995,2,2
0.8759793,2,2
0.80094,2,0
0.8459967,2,2
0.7946637,2,2
0.8202103,2,2
0.7158045,1,2
0.8205097,2,0
0.5254796,1,2
0.8402493,2,2
0.5301675,1,0
0.85630023,2,2
0.72919273,1,1
0.84140277,2,2
0.8527177,2,2
0.8642661,2,2
0.90684456,2,2
0.9035042,2,2
0.84530914,2,2
0.8789576,2,2
0.81974894,2,2
0.643601,2,0
0.73650604,1,2
0.8657523,2,2
0.85589707,2,2
0.84827584,2,2
0.70733535,2,0
0.8995675,2,0
0.86612815,2,0
0.9115747,2,2
0.8577622,2,2
0.8086664,2,2
0.5316564,1,2
0.82658005,2,2
0.5970542,2,2
0.5151497,2,2
0.8391998,2,2
0.3383751,1,2
0.812505,2,2
0.7282315,1,0
0.8675151,2,2
0.7842883,2,2
0.82054454,2,0
0.83878213,2,2
0.6577925,1,1
0.7217098,1,0
0.7131641,2,0
0.87651384,2,2
0.6373126,1,0
0.7944137,2,2
0.73076653,1,1
0.7977442,2,0
0.8144653,2,0
0.68584836,2,1
0.6848647,1,2
0.6973197,1,0
0.86064106,2,0
0.73650205,1,1
0.84547573,2,2
0.90418917,2,2
0.7983916,2,1
0.87414914,2,0
0.81041336,2,2
0.5088686,1,2
0.88074774,2,2
0.8009208,2,2
0.78291744,2,2
0.79718614,2,1
0.84760094,2,2
0.90008783,2,2
0.73533064,1,1
0.8944517,2,2
0.902552,2,2
0.8412567,2,2
0.7731161,2,2
0.68681777,1,1
0.6687296,2,2
0.73651534,1,1
0.73613435,1,1
0.86790746,2,0
0.9168245,2,2
0.87892944,2,2
0.8463164,2,2
0.81229234,2,0
0.6384902,2,1
0.90415335,2,2
0.8544922,2,2
0.88232225,2,2
0.57891697,2,2
0.8554068,2,2
0.73132545,1,0
0.8137459,2,1
0.73575914,1,1
0.9064745,2,2
0.6814628,2,2
0.88258654,2,2
0.5527676,2,2
0.9030727,2,2
0.6265579,1,1
0.83323234,2,2
0.38856128,2,2
0.6209593,1,0
0.868963,2,1
0.7895918,2,2
0.7575153,2,2
0.9149232,2,2
0.7492524,2,0
0.7989593,2,0
0.73564124,1,1
0.8049663,2,2
0.76291215,2,2
0.83394456,2,2
0.8779778,2,2
0.8837987,2,0
0.82280403,2,0
0.8508745,2,2
0.9203575,2,2
0.8630929,2,2
0.7034701,1,1
0.8286057,2,2
0.72919273,1,1
0.8218215,2,0
0.8708905,2,0
0.6641382,2,2
0.8052713,2,2
0.8084579,2,2
0.7739844,2,0
0.7996064,2,0
0.85106117,2,0
0.7799501,2,0
0.6605884,2,2
0.7315539,1,2
0.8660385,2,0
0.84319586,2,2
0.8058481,2,2
0.564661,1,0
0.45446944,2,1
0.86365795,2,2
0.36197633,1,0
0.73319566,1,2
0.84092677,2,2
0.88055784,2,2
0.9264783,2,2
0.81765085,2,2
0.8797129,2,2
0.83177006,2,0
0.87939805,2,2
0.34626827,2,2
0.8312607,2,1
0.7993333,2,2
0.90584934,2,2
0.85337806,2,2
0.848414,2,2
0.87013286,2,0
0.8437346,2,2
0.9254776,2,2
0.8404696,2,0
0.90318537,2,2
0.84424555,2,2
0.75097686,2,2
0.89450026,2,2
0.5375327,1,0
0.7218918,1,0
0.6470679,2,2
0.8205812,2,2
0.83396393,2,1
0.7671609,2,1
0.9120834,2,2
0.50939465,1,2
0.8252893,2,2
0.790766,2,1
0.8629376,2,2
0.5635122,1,1
0.73105747,1,2
0.90143704,2,2
0.8194312,2,2
0.700663,1,1
0.81421304,2,1
0.87868917,2,2
0.85385954,2,1
0.508765,1,1
0.91795534,2,2
0.71862984,2,0
0.6907407,1,1
0.41519207,1,0
0.55332845,1,0
0.8685031,2,2
0.6072746,2,2
0.83138406,2,2
0.8988284,2,2
0.81287056,2,1
0.768454,2,2
0.75554746,2,0
0.87386924,2,2
0.73945343,2,2
0.73492754,1,0
0.71112686,2,2
0.54717755,1,0
0.611242,2,0
0.832089,2,2
0.57800865,1,0
0.7979751,2,2
0.8919469,2,2
0.3964076,2,0
0.6852605,1,0
0.8093061,2,2
0.69557786,1,1
0.7599935,2,0
0.73652124,1,1
0.6688138,2,2
0.9025418,2,2
0.5360129,2,1
0.39594722,1,1
0.9121465,2,2
0.784,2,0
0.8653033,2,2
0.8418407,2,2
0.702328,1,0
0.8946755,2,2
0.8313396,2,0
0.7362405,1,0
0.5140896,2,2
0.6926598,1,1
0.86491185,2,2
0.84765196,2,2
0.81869423,2,0
0.8589885,2,2
0.9204893,2,2
0.7677291,2,2
0.7969194,2,2
0.41440198,2,0
0.9020203,2,2
0.87595046,2,0
0.53897315,1,2
0.6623916,1,2
0.7355675,1,1
0.8743242,2,2
0.71336484,1,1
0.8015998,2,2
0.8630024,2,2
0.8831339,2,0
0.7790452,2,1
0.7522804,2,2
0.86913055,2,1
0.85575086,2,2
0.8008118,2,2
0.77614945,2,0
0.7368181,2,1
0.7353172,1,1
0.82496005,2,2
0.8309916,2,1
0.904368,2,2
0.89341086,2,2
0.9131263,2,2
0.7364916,1,0
0.8857427,2,2
0.78045243,2,2
0.8472987,2,2
0.7324593,1,0
0.85250247,2,2
0.50538695,1,2
0.3352001,0,0
0.79376084,2,0
0.874649,2,2
0.8680796,2,2
0.72103846,1,1
0.80223525,2,0
0.7730334,2,2
0.8546445,2,2
0.7465489,2,2
0.9062875,2,2
0.44260693,2,2
0.8955434,2,2
0.6764924,1,0
0.43595338,1,0
0.6264682,1,1
0.8289497,2,0
0.89773566,2,2
0.70675296,1,2
0.62827384,1,0
0.7950353,2,2
0.85484016,2,1
0.8563304,2,2
0.83075297,2,2
0.87937456,2,1
0.8349133,2,2
0.7053067,1,2
0.8439343,2,2
0.88541234,2,2
0.81817776,2,0
0.885172,2,2
0.87611544,2,2
0.38564375,1,2
0.87016094,2,2
0.41156042,1,1
0.9137635,2,2
0.91087335,2,2
0.90414864,2,2
0.89080554,2,2
0.6683747,1,0
0.8441462,2,0
0.8205632,2,2
0.84073836,2,2
0.8245207,2,2
0.8312764,2,2
0.56606483,1,0
0.7916396,2,2
0.7321714,1,0
0.63758516,2,0
0.7323385,1,1
0.8789161,2,2
0.88434523,2,2
0.50420636,1,2
0.8755295,2,2
0.7952063,2,2
0.7358778,1,1
0.8257436,2,2
0.85913837,2,2
0.58730525,2,2
0.8405509,2,2
0.83566713,2,2
0.5577346,2,0
0.83475184,2,1
0.840444,2,2
0.8481034,2,2
0.82149184,2,2
0.78357965,2,1
0.83895963,2,2
0.8526484,2,2
0.57875127,1,2
0.83756936,2,2
0.82154155,2,2
0.83238906,2,2
0.9198479,2,0
0.79303795,2,2
0.47985548,1,0
0.7823103,2,2
0.7254468,2,2
0.5866624,2,2
0.6510426,2,2
0.57803816,2,1
0.8712996,2,0
0.7244865,2,2
0.84711134,2,2
0.72265804,1,1
0.87968403,2,2
0.89643306,2,2
0.79111487,2,1
0.91147906,2,2
0.73576695,1,1
0.85750675,2,1
0.79265535,2,2
0.8796116,2,1
0.8948347,2,2
0.7325272,1,0
0.87341404,2,2
0.35532755,1,0
0.7338397,1,0
0.8826327,2,2
0.7649241,2,2
0.6627317,2,1
0.9190771,2,2
0.83405215,2,2
0.83821946,2,2
0.88832855,2,2
0.87956166,2,2
0.90673923,2,2
0.8552571,2,2
0.7365067,1,1
0.83148146,2,0
0.73612475,1,0
0.8335299,2,2
0.9104785,2,2
0.9039652,2,2
0.81606454,2,2
0.75091636,2,2
0.710704,2,2
0.46282527,1,0
0.73520446,1,0
0.73650193,1,0
0.9162996,2,2
0.91656077,2,2
0.3712863,2,1
0.47630158,2,2
0.73640186,1,1
0.65296775,2,0
0.73533803,1,0
0.787633,2,2
0.7956756,2,2
0.8465408,2,2
0.7381424,2,2
0.893597,2,2
0.8794747,2,0
0.89105684,2,2
0.7245602,1,0
0.8983478,2,2
0.56201327,1,0
0.88647985,2,2
0.90569335,2,2
0.60029083,2,0
0.71990955,1,2
0.79387146,2,2
0.6471833,2,1
0.74471664,2,2
0.7904785,2,0
0.88649297,2,2
0.86599255,2,2
0.8535723,2,2
0.71385616,1,2
0.6946756,2,0
0.7237702,1,1
0.8969519,2,0
0.9184879,2,2
0.7171268,1,1
0.828576,2,2
0.84593004,2,2
0.7253226,1,0
0.41522145,1,0
0.8393631,2,1
0.85253537,2,2
0.8728177,2,2
0.5530768,2,2
0.8346268,2,2
0.7695262,2,1
0.7363625,1,1
0.7064879,1,0
0.8629622,2,2
0.75987554,2,0
0.8421192,2,2
0.86657035,2,0
0.7928397,2,2
0.86350965,2,2
0.5093828,1,1
0.5708766,2,0
0.8858786,2,2
0.8336518,2,2
0.8389251,2,2
0.69364184,2,2
0.47882664,1,2
0.60768247,1,0
0.91026616,2,2
0.884969,2,2
0.92608494,2,2
0.91330385,2,2
0.77876645,2,2
0.8241118,2,2
0.82056314,2,2
0.8745339,2,2
0.8740794,2,2
0.48509187,1,2
0.83669925,2,2
0.8969004,2,2
0.8407337,2,2
0.85928565,2,2
0.84673196,2,2
0.85911494,2,2
0.6984211,2,1
0.8672045,2,2
0.89380866,2,2
0.864995,2,2
0.66565555,1,1
0.34484413,2,0
0.57724154,1,1
0.8401224,2,2
0.8278269,2,2
0.91247153,2,2
0.9223873,2,2
0.8893597,2,2
0.8994411,2,2
0.73500556,1,1
0.7361923,1,1
0.8541564,2,2
0.81895447,2,2
0.8440069,2,2
0.9054041,2,2
0.90442306,2,2
0.735941,1,1
0.5261432,2,2
0.336865,1,1
0.73633784,1,1
0.93540967,2,2
0.91800845,2,2
0.355439,1,2
0.8635707,2,2
0.75671816,2,0
0.861852,2,2
0.76222175,2,2
0.7354438,1,0
0.7902976,2,2
0.62423986,2,2
0.8726307,2,2
0.88244355,2,2
0.911971,2,2
0.8692976,2,2
0.8753246,2,2
0.819274,2,2
0.88526917,2,2
0.5209917,1,2
0.7057051,2,1
0.7966062,2,2
0.88602775,2,2
0.874035,2,2
0.8534871,2,2
0.8373452,2,2
0.8376799,2,2
0.7718097,2,2
0.8552913,2,0
0.8353767,2,2
0.55979556,2,0
0.9086074,2,2
0.88893646,2,2
0.84678435,2,0
0.8979933,2,2
0.5877615,2,0
0.6616755,2,0
0.69467133,1,2
0.7893607,2,1
0.8051706,2,0
0.8542587,2,2
0.60313225,1,1
0.7911697,2,1
0.4390381,2,0
0.7857289,2,0
0.8702634,2,2
0.9167374,2,0
0.51223475,2,0
0.49357784,2,2
0.7117324,1,0
0.8890754,2,2
0.73649764,1,1
0.8530652,2,2
0.8162365,2,2
0.49366125,1,0
0.7912554,2,2
0.8258192,2,0
0.6245714,2,2
0.7331902,1,0
0.8978534,2,0
0.8217995,2,2
0.85628116,2,2
0.51723737,2,0
0.8012483,2,2
0.86342204,2,2
0.89881635,2,2
0.7328097,1,0
0.82816046,2,2
0.8559797,2,2
0.7576845,2,2
0.7363122,1,1
0.90447104,2,2
0.85034835,2,2
0.7362669,1,1
0.8720194,2,2
0.8752928,2,2
0.68304867,2,0
0.9196296,2,2
0.84507394,2,0
0.7335263,1,2
0.72200185,1,0
0.66352564,1,0
0.87564963,2,2
0.77978766,2,2
0.7365159,1,0
0.6404345,1,2
0.7226728,1,0
0.6971272,2,1
0.8491357,2,2
0.7463463,2,2
0.84888744,2,1
0.8838069,2,2
0.86683667,2,2
0.8577329,2,2
0.7328526,1,0
0.9038578,2,2
0.92053956,2,1
0.90389204,2,2
0.6790352,2,0
0.7364982,1,1
0.8263106,2,2
0.83167815,2,0
0.818295,2,0
0.7111436,1,2
0.90182203,2,2
0.8991691,2,2
0.8893533,2,2
0.87269056,2,2
0.80152375,2,1
0.82791436,2,0
0.8483153,2,2
0.73600715,1,0
0.8576959,2,2
0.8442868,2,2
0.80934495,2,0
0.8257389,2,2
0.735587,1,0
0.83718425,2,2
0.82887155,2,2
0.8429575,2,2
0.8890368,2,2
0.7080782,1,1
0.36307278,2,0
0.87671363,2,2
0.88315845,2,2
0.86065453,2,2
0.8389274,2,0
0.7353172,1,1
0.73363894,2,1
0.8528702,2,2
0.8684422,2,0
0.6198336,2,0
0.8778266,2,2
0.89934826,2,2
0.8825829,2,0
0.73450273,1,1
0.8212729,2,2
0.88131815,2,0
0.8216972,2,2
0.91101986,2,2
0.8571425,2,2
0.72106856,2,1
0.66227454,2,1
0.6933385,2,0
0.7355871,1,2
0.35547403,1,2
0.73143923,1,2
0.88726884,2,2
0.8509485,2,2
0.7955494,2,2
0.73435885,1,1
0.85289544,2,0
0.91797197,2,2
0.8900239,2,2
0.8996222,2,2
0.88679695,2,2
0.864418,2,2
0.7902423,2,0
0.8919434,2,2
0.73637855,1,1
0.9054173,2,2
0.8697603,2,2
0.446702,1,2
0.4763568,2,2
0.73598325,1,0
0.7604089,2,2
0.85893065,2,2
0.48205137,1,0
0.8911818,2,2
0.9062364,2,2
0.8956393,2,2
0.89467585,2,2
0.40384722,2,0
0.7283861,1,0
0.5322193,2,1
0.84571916,2,1
0.8893795,2,2
0.462351,2,0
0.9033444,2,2
0.5160108,1,0
0.35574532,1,0
0.39501217,2,0
0.7472791,2,1
0.84122515,2,2
0.70005125,2,2
0.72450596,1,0
0.8700857,2,2
0.7586076,2,2
0.59507376,2,1
0.70797765,1,0
0.9007264,2,2
0.82921726,2,2
0.6625255,2,2
0.7319309,2,2
0.6971863,1,0
0.88465667,2,2
0.9124645,2,2
0.88276446,2,0
0.8368393,2,1
0.36075145,2,1
0.8304563,2,2
0.8942334,2,2
0.8993741,2,2
0.7256506,1,1
0.8474646,2,2
0.9106314,2,2
0.82800126,2,0
0.84080154,2,2
0.8651813,2,2
0.8878008,2,2
0.88509685,2,2
0.7713549,2,2
0.74831784,2,0
0.8166176,2,2
0.86887205,2,2
0.76708513,2,0
0.77613926,2,2
0.7365141,1,1
0.7170081,1,0
0.8610631,2,2
0.8967397,2,2
0.8709019,2,2
0.8957386,2,2
0.90818465,2,2
0.62488097,1,0
0.8959829,2,2
0.89951754,2,2
0.7265839,1,0
0.3481485,2,0
0.7564246,2,0
0.91446483,2,2
0.9147201,2,2
0.8428716,2,2
0.8815664,2,2
0.734775,1,1
0.73954594,2,2
0.88012934,2,2
0.68321085,2,1
0.8640291,2,2
0.7081521,2,2
0.78335696,2,0
0.78142023,2,2
0.87120354,2,2
0.9002061,2,2
0.8887572,2,2
0.73234147,1,0
0.9110442,2,2
0.8382167,2,0
0.8146733,2,0
0.8568934,2,2
0.8787046,2,2
0.8460921,2,2
0.88407046,2,2
0.7577625,2,2
0.90964276,2,2
0.9105253,2,2
0.84772176,2,2
0.85517055,2,1
0.8650001,2,2
0.62257475,1,0
0.82505274,2,2
0.9030664,2,2
